image_id,annotation
41482.png,bathroom 1 10 feet long 5 feet wide located eastern house bathroom 2 bathroom 2 10 feet wide 17 feet long located eastern house master bedroom common room 1 located north eastern corner house 18 feet long 10 feet wide kitchen common room 2 located northeastern corner house 10 foot x 10 foot living room kitchen living room common room 2 19 feet long 8 feet wide located northern house living room 25 feet x 25 feet kitchen common room 2 located northern house master bedroom located south eastern house 12 feet wide 22 feet long bathroom
41497.png,fairly large balcony 1 balcony homes west corner shared balcony 1 common room 1 common room 2 access measures roughly 2 x 10 feet fairly large balcony 2 balcony homes south east corner measures roughly 2 x 10 feet bathroom 1 roomy north living room kitchen common room 1 bathroom measures roughly 10 x 10 feet modest common room 1 northwest corner home common room 1 conveniently located living room measures roughly 10 10 feet living rooms entrance exit door attached bathroom shared balcony 1 modest common room 2 west corner home common room conveniently located living room measures roughly 10 10 feet living rooms entrance exit door shared balcony 1 modest kitchen west home common room 1 common room 2 kitchen located measures roughly 2 x 10 feet home living room faces east living room homes door situated measures roughly 15 feet 25 feet large functional inviting living room structured master bedroom spacious according floor layout southwest corner home master bedroom located attached bathroom measures roughly 10 10 feet living rooms entrance exit door
415.png,locationthe absolute location balcony 1 floor plan north relationshipthe absolute location balcony 1 floor plan near kitchen sizethe area balcony 1 floor plan 10 sq rt feet locationthe absolute location balcony 2 floor plan south relationshipthe absolute location balcony 2 floor plan near master room sizethe area balcony 2 floor plan 10 sq rt feet locationthe absolute location bathroom floor plan east relationshipthe absolute location bathroom floor plan near master room sizethe area bathroom floor plan 10 sq rt feet locationthe absolute location common room floor plan north west corner relationshipthe absolute location common room floor plan near kitchen sizethe area common room floor plan 10 sq rt feet locationthe absolute location kitchen floor plan north east corner relationshipthe absolute location kitchen floor plan common room sizethe area kitchen floor plan 10 sq rt feet locationthe absolute location living room floor plan west relationshipthe absolute location living room floor plan balcony 1 balcony 2 sizethe area living room floor plan 10 sq rt feet locationthe absolute location master room floor plan south east corner relationshipthe absolute location master room floor plan bathroom balcony 2 sizethe area master room floor plan 10 sq rt feet
41520.png,balcony located north west corner living room common room size 20 x 8 sq ft bathroom located middlle east betweeen master room living room size 14x 8 sq ft common room located middle west living room balcony room size 14x10 sq ft west facing living room located middle west center rooms size 16 x 14 sq ft master room located south east south west corner near bathroom living room size 14x 14 sq ft
41539.png,balcony located southeast corner living near master size room 4 feet width 10 feet length bathroom 1 located north kitchen master size room 6 feet width 6 feet length bathroom 2 located north common 2 kitchen size room 6 feet width 6 feet length common room 1 located south west corner living master size room 10 feet width 10 feet length common room 2 located northwest corner living room size room 10 feet width 12 feet length kitchen located north bath 1 bath 2 size room 6 feet width 6 feet length living room located south rooms size room 15 feet width 20 feet length master room located north east corner living common size room 12 feet width 12 feet length
41570.png,balcony located north west corner living roomthe size room 5 feet width 7 feet length bathroom located east master common size room 5 feet width 5 feet length common room located northeast corner bath living room size room 10 feet width 12 feet length kitchen located west living near balcony size room 5 feet width 8 feet length living room located west center rooms size room 10 feet width 22 feet length master room located southeast corner living bath size room 10 feet width 11 feet length storage room located west inside living room size room 3 feet width 3 feet length
41603.png,balcony southeast attached living room north area approximately 20sqft bathroom north kitchen east common room west living room south area approximately 32sqft common room northwest master room south living room bathroom east area approximately 190sqft kitchen north living room east south bathroom west area approximately 64sqft living room east largest room bathroom kitchen north balcony south common room master room west area approximately 400sqft entry living room north master room southwest north common room living room east area approximately 180sqft
41611.png,bathroom located south east corner plan located bath2 corn2 total area 12 x 16 feet common room located far north plan located left bath1 total area length 10 feet 6 feet breath kitchen located kitchen north balcony south total area length 30 feet living room located far west covers 75 percentage entire plan master room located south east corner plan located right master room
41620.png,balcony south east middle corner near living room 10x8 bathroom north corner common room 2 master room 10x6 sq ft common room 1 west north middle corner kitchen common room2 10x10 sq ft common room 2 north corner common room 1 bathroom 10x10 sq ft kitchen west corner common room1 living room 10x8 sq ft living room center position south face 10x16 sq ft master room north east middle corner bathroom 2 living room10x14 sq ft
41645.png,balcony south apartment master room 12 x 5 bathroom north apartment kitchen 5 x 7 common room north east apartment bathroom 11 x 11 second common room south east apartment master room 10 x 15 kitchen northwest apartment bathroom 10 x 8 feet living room center apartment common rooms 25 x 20 master room south apartment balcony 12 x 15
41684.png,bathroom located north west corner house bathroom located right kitchen living room approximate size bathroom 6 x 8 common room 1 located west house common room 1 located right living room approximate size common room 1 6 x 10 common room 2 located south west house common room 2 located left master room common room 1 approximate size common room 2 10 x 12 kitchen located north east corner house kitchen located living room right bathroom approximate size kitchen 10 x 10 living room located east house living room located master room kitchen approximate size living room 10 x 20 master room located south east corner house master room located living room right common room 2 approximate size master room 12 x 12
41690.png,balcony located south east corner living room total size 10 feet length 3 feet width bath room located exact center west master room total size 8 feet length 5 feet width common room1 located north west bath room total size 12 feet length 10 feet width common room2 located north west corner kitchen room right total size 10 feet length 9 feet width kitchen room located north east corner living room total size 10 feet length 8 feet width living room located covered east area kitchen room total size 35 feet length 12 feet width master room located south west corner bath room total size 13 feet length 10 feet width
41699.png,bathroom left near center north master room south common room 1 15 feet wide seven feet deep common room 1 left north bathroom west kitchen 20 feet wide 10 feet deep common room 2 right north living room east kitchen feet feet kitchen near center common rooms north living room feet wide feet deep living room right corner 20 feet wide thirty feet deep rooms master bedroom leftmost corner south bathroom west living room 20 feet wide 15 feet deep
41712.png,balcony located south west corner living room size 12 feet length 4 feet width bathroom located common room master roomr center east square size 5 feet common room located north east corner adjacent living room square size 12 feet kitchen located north west corner opposite common room adjacent living room size 5 feet width 8 feet length living room occupied center west area north south area balcony kitchen kitchen common room area 330 sqr feet master room located south east corner adjacent living room square size 15 feet
41747.png,balcony south middle position near living room 10x6 sq ft bathroom west middle position common room master room 10x6 sq ft common room north west corner position master room kitchen 10x10 sq ft kitchen north east corner position living room common room 10x8 sq ft living room north east center position east facing master room common room kitchen 10x16 sq ft master room west south position bathroom living room 10x14 sq ft
4177.png,balcony east house west living room house exterior north east south 5 feet wide 18 feet long bath west house north west house exterior east living room south master 3 feet wide 6 feet long common room 1 north house north east house exterior south living room west kitchen southwest living room alcove 11 11 feet common room 2 south house north living room west master house exterior south east 11 feet wide 16 feet long kitchen north house north west house exterior east common room 1 living room alcove south 8 8 feet living room central house north common room 1 west alcove leading kitchen east balcony west house exterior main entry south bath southwest master southeast common room 2 22 feet wide 18 feet long plus 8 3 feet alcove master south house north bath living room east common room 2 house exterior south west 13 feet wide 16 feet long
41800.png,bathroom northern floor plan west common room 2 north common room 1 10ft 6ft common room 1 south floor plan west master bedroom east living room 10ft 15ft common room 2 north east corner floor plan east bathroom north master bedroom roughly 10ft 14ft kitchen north facing wall floor plan south east bathroom south west living room roughly 7ft 7ft living room western room floor plan south east common room 1 north east kitchen bathroom roughly 13ft 30ft master bedroom south east corner floor plan east common room 1 south common room 2 roughly 15ft 15ft
41837.png,bathroom locationeast relationshipthe location com living area100 sqrt feet sides 10 feet width 10 feet length comon room locationnorth relationshipthe location kitchen bath area100 sqrt feet sides 10 feet width 10 feet length kitchen locationnorth west corner relationshipthe location balconycom2 living area50 sqrt feet sides 5 feet width 10 feet length living room location south east corner relationshipthe location bath kitichen commaster area600 sqrt feet sides 20 feet width 30 feet length master room locationnorth west corner relationshipthe location living area600 sqrt feet sides 20 feet width 30 feet length
4186.png,balcony 1 south direction downside bathroom size 44 feet balcony 2 north direction upside living room size 103 feet bathroom center plan image right common room1 size 104 feet common room1 south west direction master room size 1010 feet common room2 north direction right master room size 88 feet kitchen south direction right bacony size 64 size living room east direction right kitchen bathroom master common room 2 size 3015 feet master room north west corner left common room 2 size 1510 feet
41876.png,balcony located south house balcony situated living room approximately area balcony 40 sqft size bathroom located north east house bathroom situated common room master room approximately area bathroom 50 sqft size common room located north east corner house common room situated bathroom kitchen approximately area common room 100 sqft kitchen located north west corner house kitchen situated common room living room approximately area kitchen 100 sqft size living room located south west house approximately area living room 200 sqft size living room located master room master room located south east corner house master room situated bathroom living room approximately area master room 160 sqft size
41887.png,balcony located northernmost point floorplan middle east west axis touching northernmost wall east west facing wall balcony touches living room north living room balcony approximately 3 ft width 5 ft length total 15 square ft bathroom located center north south axis lies westernmost wall touching common room living room master room south common room north master room west living room size bathroom 7 ft width 10 ft length total 70 square ft common room located northwest corner floorplan touching westernmost wall north wall bathroom living room west living room north bathroom approximate size 12 ft width 15 ft length total 180 square ft living room located eastern floorplan spanning southernmost wall northern point northern facing door living room touches balcony common room bathroom master room south balcony east common room east bathroom east master room living room broken 3 sections main living space hallway bathroom master room common room hallway balcony main living space approximately 15 ft wide 22 ft long total 330 square ft hallway approximately 10 ft 10 ft 100 square ft second hallway 5 ft wide 12 ft length 60 square ft total square footage 490 square ft master room southwest corner floorplan touching southern wall westernmost wall living room bathroom west living room south bathroom size approximately 10 ft width 15 ft length 150 square ft
41894.png,balcony located southeast corner living size room 4 feet width 10 feet length bathroom located west master common size room 5 feet width 5 feet length common room located south west corner living master size room 10 feet width 10 feet length kitchen located north common living size room 6 feet width 9 feet length living room located east rooms size room 10 feet width 16 feet length master room located southwest corner living room size room 10 feet width 11 feet length
41897.png,balcony 1 situated south east corner adjacent common room 1 south bathroom west sidesize balcony 1 10 feet long balcony 2 situated north west corner adjacent living room west size balcony 2 10 feet long bathroom situated south east adjacent common room 1 south balcony east size bathroom 10 feet long common room 1 situated south east corner adjacent bathroom balcony north master room west size common room 1 equals 10 feet long common room 2 situated middle west corner adjacent master room south living room east size common room 2 equal 10 feet long living room situated middle floor plan occupying major north adjacent balcony 2 west common room 2 south west bathroom balcony 1 south east size living room greater 10 feet long master room situated south west corner adjacent common room 1 east common room 2 north sidesize approximately equals 10 feet long
41918.png,balcony south west corner south common room 2 west master area 60 sq ft bathroom east middle floor plan east living room north master area 50 sq ft common room 1 north west corner west kitchen north living room area 100 sq ft common room 2 south west corner south living room north balcony area 150 sq ft kitchen north east corner east common room 1 north living room area 50 sq ft living room center floor plan south common room 1 kitchen north common 2 balcony bathroom master dimensions varying lengths north south walls account 25 ft west wall bay 10 sq ft east wall 15 ft master south east corner east balcony common room 2 south bathroom area 120 sq ft
41947.png,balcony approx 25sq feet located north east property kitchen west bathroom south bathroom approx 65sq feet located upper east property balcony north living room east master bedroom south common room approx 115sq feet located lower west property living room north east kitchen approx 60sq feet located north property balcony east living room south living room approx 230sq feet located center south property kitchen north bathroom upper east master bedroom lower east comm room west master room approx 144sq feet located south east property bathroom north living room north east
41990.png,taking entire southern wall 22x3 balcony 1 accessible living room master bedroom accessible north living room 8x3 balcony 2 near common room 1 adjacent master bedroom south 4x9 bath room western wall common room located northwest corner suite 12x14 borders living area east located nook eastern adjacent ling room common room 2 10x12 located eastern unit 40x15 living room adjacent rooms southwestern corner occupied 12x14 master suite abuts balcony 1 bathroom
41997.png,balcony1 south south master room west living room approximately 10 feet wide 5 ft high square footage 50 balcony2 east east common area south kitchen approximately 3 feet wide 10 feet high square footage 30 bathroom north west corner master south living room east south east corner approximately 10 feet wide 8 feet high giving square foot area 80 feet common room south east corner living room west kitchen north balcony2 north east approximately 12 feet wide 30 feet high giving square foot area 360 feet kitchen north east corner living room west common area balcony2 south approximately 10 feet wide 8 feet high giving square foot area 80 feet living room center floorplan spanning north south bathroom master west kitchen common area east approximately 15 feet wide 40 feet high giving square foot area 600 feet master room west south west corner bathroom north living room east balcony1 south approximately 12 feet wide 25 feet high small knock north east corner giving square foot area 275 feet
42009.png,balcony 1 located northeast corner common 1 size room feet width 3 3 feet length balcony 2 located southwest corner living size room 3 feet width 10 feet length bathroom located east common 1 common 2 size room 5 feet width 5 feet length common room 1 located east living room near bath size room 8 feet width 8 feet length common room 2 located southeast corner living bath size room 10 feet width 10 feet length kitchen located northwest corner living room size room 6 feet width 8 feet length living room located west rooms size room 10 feet width 22 feet length
42014.png,locationthe absolute location balcony floor plan east relationshipthe absolute location balcony floor plan en suite master room sizethe area balcony floor plan 10 sq rt feet locationthe absolute location bathroom floor plan south west corner relationshipthe absolute location bathroom floor plan en suite living room sizethe area bathroom floor plan 10 sq rt feet locationthe absolute location common room 1 floor plan north east corner relationshipthe absolute location common room 1 floor plan common room 2 sizethe area common room 1 floor plan 10 sq rt feet locationthe absolute location common room 2 floor plan north west corner relationshipthe absolute location common room 2 floor plan near common room 1 sizethe area common room 2 floor plan 10 sq rt feet locationthe absolute location kitchen floor plan south east corner relationshipthe absolute location kitchen floor plan near master room sizethe area kitchen floor plan 10 sq rt feet locationthe absolute location living room floor plan west relationshipthe absolute location living room floor plan opposite master room sizethe area living room floor plan 10 sq rt feet locationthe absolute location master room floor plan east relationshipthe absolute location master room floor plan near kitchen sizethe area master room floor plan 10 sq rt feet
42020.png,balcony positioned north central floor plan just directly livingroom length 14 feet width 5 feet bathroom located south west corner floor plan left livingroom just kitchen length 9 feet width 7 feet common room located south east corner floor plan right livingroom master room length 12 feet width 11 feet kitchen located south west floor plan left livingroom directly bathroom length 9 feet width 7 feet living room spans south central west floor plan sandwiched master room common room east y kitchen bathroom south west corner length 25 feet width 17 feet master room situated north east corner floor plan right livingroom common room length 14 feet width 12 feet
42039.png,balcony south direction living room size 123 feet bathroom east direction upside master room size 86 feet common room1 north direction right kitchen upside living room size 108 feet common room 2 north east direction right common room 2 size 1510 feet kitchen north west corner upside living room size 1210 feet living room south west direction upside balcony left master room bathroom size 2515 feet master room south east corner right living room downside bathroom size 1510 feet
42060.png,balcony located south west corner building living room left master bedroom room size approximately 90 square feet bathroom located center east wall building common room master bedroom right living room room size approximately 56 square feet common room located north east corner building right living room bathroom room size approximately 120 square feet kitchen located north end building living room left common room room size approximately 70 square feet living room runs west wall center building kitchen left common room bathroom master bedroom room size approximately 600 square feet master bedroom located south east corner building bathroom right living room room size approximately 188 square feet
42072.png,balcony east north common room 1 west approximately 5 feet wide 12 feet high giving square footage 60 bathroom south bordered master room east living room north west approximately 8 feet wide 10 feet high giving square footage 80 common room 1 north kitchen west balcony east equal parts living room master bordering south approximately 10 feet wide 10 feet high giving square footage 100 common room 2 northwest corner living room east south approximately 10 feet wide 3015feet high giving square footage 150 kitchen north common area 1 east living area south west approximately 8 feet wide 10 feet high giving square footage 80 living room sits north extends north south extensions southwest corner center east hallway common room 2 west kitchen upper east bathroom hallway southeast approximately 12 feet wide 25 feet high giving square footage 300 master room southeast corner bathroom west living room common room1 north approximately 10 feet wide 12 feet high giving square footage 120
42074.png,balcony1 north attached north kitchen approximately 6 feet 6 feet balcony2 attached south living room southwest corner approximately 15 feet wide 3 feet length bathroom north house bordered kitchen entrance living room approximately 6 feet 6 feet kitchen north balcony1 north borders bathroom entrance living room approximatly 13 feet width 10 feeet length living room located western house entrance corner northeast borders kitchen bathroom far end southeast balcony2 borders masterroom approximatly 15 feet wide 25 feet length master room southeast corner adjacent living room southwest corner near balcony2 approximately 12 feet wide 15 feet length
42123.png,balcony southern wall south living room dimensions 20ft x 3ft area 46ft bathroom western wall south common room north master bedroom dimensions 10ft x 6ft area 32sqft common room north western corner north bathroom west living room dimensions 11ft x 21ft area 64sqft kitchen northern wall north living room west common room dimensions 11ft x 4ft area 30ft living room western wall north balcony west master bedroom dimensions 20ft x 45ft area 260sqft master bedroom south western corner south bathroom east living room dimensions 11ft x 21ft area 64sqft
42151.png,balcony 1 locationnorth relationshipthe location kitchen area50 sqrt feet sides 10 feet width 5 feet length balcony 2 locationsouth relationshipthe location living area50 sqrt feet sides 10 feet width 5 feet length bathroom locationnorth relationshipthe location com1 kitchen area25 sqrt feet sides 5 feet width 5 feet length comon room 1 locationnorth west corner relationshipthe location living bath area150 sqrt feet sides 10 feet width 15 feet length comon room 2 locationsouth relationshipthe location living balcony area100 sqrt feet sides 10 feet width 10 feet length kitchen locationnorth relationshipthe location balcony1 area50 sqrt feet sides 5 feet width 10 feet length living room locationcentral region relationshipthe location relatively center rooms area600 sqrt feet sides 30 feet width 20 feet length master room locationsouth est corner relationshipthe location living area400 sqrt feet sides 20 feet width 20 feet length
42206.png,balcony south living room 10 x 4 feet bathroom south master bedroom 8 x 4 feet common room south bathroom 10 x 15 feet kitchen north east corner master room 10 x 5 feet living room centrally located kitchen near master bedroom 12 x 20 feet master room northwest corner kitchen bathroom 10 x 15 feet
42217.png,balcony south house north master house exterior east south west 14 feet wide 3 feet long bath west house northeast living room alcove northwest 2 feet exteriorfacing wall east living room south master house exterior west 6 feet wide 5 feet long common room 1 north house north east house exterior south living room west kitchen 10 10 feet common room 2 east house north living room west master house exterior south east 9 feet wide 16 feet long kitchen north wide house north west house exterior east common room 1 south living room main entry 10 feet 10 feet living room central house north kitchen common room 1 east house exterior south master common room 2 west bath north bath alcove leading main entry 18 feet wide 18 feet long plus 3 feet 8 feet alcove master west house north bath northeast living room east common room 2 south balcony house exterior west 14 feet wide 16 feet long
42226.png,balcony room kitchenit 10 feet length 2 feet width aspect ratio 4 1 bathroom entrance living room 5 feet length 5 feet width aspect ratio 2 2common room 1 master room room bathroom common room1 entrance living room 10 feet length 15 feet width aspect ratio 4 5 common room 1 near room bathroom common room 2 entrance living room 10 feet length 15 feet width aspect ratio 4 5 kitchen entrance living room 10 feet length 5 feet width aspect ratio 4 2kitchen near room balcony living room entrance east sideit 40 feet length 15 feet width aspect ratio 9 5 master room entrance living room 12 feet length 15 feet width aspect ratio 4 5it southwest corner room
42272.png,south house balcony 1 people access balcony living room approximately 10 x 3 feet size favorite corner house people busy life world straight opposite balcony 2 north house balcony 2 people access balcony living room approximately 10 x 3 feet size straight opposite balcony 1 living room bathroom east kitchen master bedroom approximately 10 x 5 feet size common room located south west corner house easily accessible living room approximately 10 x 15 feet size includes entryexit door living room kitchen situated north east house approximately 10 x 15 feet size includes entryexit door living room house westfacing living room main door house located living room approximately 10 x 25 feet size spacious wellstructured master bedroom settled south west corner house attached bathroom north approximately 10 x 12 feet size includes entryexit door living room
42282.png,balcony located north wes corner house balcony located infront living room left common room 1 approximate size balcony 12 x 4 bathroom located south house bathroom located living room master room approximate size bathroom 4 x 4 common room 1 located north house common room 1 located living room common room 2 right balcony approximate size common room 1 12 x 10 common room 2 located north east corner house common room 2 located right common room 1 infront master room approximate size common room 2 12 x 10 kitchen located south west house kitchen located rear living room approximate size kitchen 10 x 6 living room located west house living room located left common room 1 bathroom balcony kitchen approximate size living room 16 x 24 master room located south east corner house master room located right bathroom rear common room 2 approximate size master room 12 x 12
42357.png,bathroom situated middle north west adjacent living room east master room south size bathroom slightly 10 feet long common room 1 situated middle south adjacent master room west living room north common room 2 east size common room 1 approximately equals 10 feet long common room 2 situated south east corner adjacent living room north common room 1 west size common room 2 approximately equals 10 feet long kitchen north west corner adjacent living room east bath room south size kitchen greater 10 feet long living room north east floor plan adjacent kitchen north west bathroom south west common room 1 common room 2 south size living room greater 10 feet long master room south west corner adjacent common room 1 east bathroom north size master room greater 10 feet long
42367.png,balcony 1 located southwest corner balcony 1 living room projected south wall living room size room 5 feet width 16 feet length balcony 2 located north balcony 2 living kitchen common size room 3 feet width 10 feet bathroom located east bathroom living room master common size bathroom 8 feet width 9 feet length common room located northeast corner sidecommon room living room balcony 2 bath size room 14 feet width 16 feet length kitchen located northwest corner sidewhich projected west wall plan kitchen living room balcony 2 size kitchen 10 feet width 10 feet length living room located west living room rooms size room 16 feet width 38 feet length master room located southeast corner master room living bath balcony 1the size master room 13 feet width 20 feet length
42481.png,fairly large balcony south corner house balcony people access balcony living room approximately 10 x 2 feet size balcony helps increase air circulation hot climates enhance natural light houses interior located opposite kitchen small bathroom living room bathroom west straight opposite main door approximately 10 x 5 feet size voluminous common room 1 common room 1 located northwest corner house easily accessible living room approximately 15 x 15 feet size includes entryexit door living room small common room 2 common room 2 located northeast corner house easily accessible living room approximately 10 x 10 feet size includes entryexit door living room located near main door spacious kitchen kitchen situated north house common room 1 common room 2 approximately 10 x 10 feet size includes entryexit door living room house eastfacing living room main door house located living room approximately 15 x 15 feet size spacious wellstructured comfortable living room entrance passage master bedroom common room bathroom floor plan capacious master bedroom master bedroom settled southwest corner house attached bathroom north approximately 12 x 15 feet size includes entryexit door living room
4251.png,balcony located southern floor plan connected master bedroom approximately 25 square feet bathroom located south common room north master bedroom centrally located accessible living room approximately 72 square feet common room located north east floor plan 140 square feet connected bathroom south east living room kitchen common room 2 adjacent west master bedroom south living room room approximately 140 square feet kitchen located living room approximately 50 square feet living room located center room connected kitchen common room 1 2 bathroom master living room approximately 750 square feet master bedroom connected living room bathroom right common room 2 attached master bedroom balcony master bedroom approximately 180 square feet
42511.png,bathroom located north west near kitchen room size 10x5 common room located south east corner room size 10x7 kitchen west corner attached bathroom room size 10x7 living room located north east corner room size 10x8 master room south west corner room size 10x8
42533.png,west corner house balcony 1 people access balcony living room approximately 3 x 10 feet size balcony helps increase air circulation hot climates enhance natural light houses interior southeast corner house balcony 2 people access balcony living room approximately 10 x 3 feet size favorite corner house people busy life world living room bathroom master room kitchen approximately 5 x 10 feet size common room located northwest corner house easily accessible living room approximately 15 x 10 feet size includes entryexit door living room kitchen situated east house near main door approximately 5 x 10 feet size includes entryexit door living room house eastfacing living room main door house located living room approximately 25 x 20 feet size spacious wellstructured master bedroom settled southwest corner house attached bathroom east approximately 15 x 10 feet size includes entryexit door living room
42560.png,balcony south floor master room bathroom west near living room common room west north bathroom kitchen north west corner floor near living room living room north east corner floor master room south near living room
42565.png,balcony located south west corner north south lenght 12 feet east west lenght 2 feet bathroom 1 located common room master bedroom north south east west lenght 8 feet bathroom 2 located north west corner north south east west lenght 8 feet common room located south east corner north south lenght 10 feet east west lenght 12 feet living room located bath room 2 balcony north lenght 14 feet south lenght 12 feet west lenght 18 feeteast lenght 30 feet master room located north east corner north south lenght 15 feet east west lenght 12 feet
42583.png,balcony south direction master room common room2 size 222 feet bathroom east direction right living room size 63 feet common room1 north direction upside living room size 108 feet common room2 south east direction living room size 1210 feet kitchen north east direction upside living room size 1210 feet living room east west direction upside master room common room size 2212 feet master room south west direction left common room2 size 1212 feet
42597.png,balcony near room kitchenit 10 feet length 1 feet width aspect ratio 4 1balcony room common room 2 bathroom 1 entrance living room 2 feet length 10 feet width aspect ratio 1 4 bathroom 2 entrance living room 5 feet length 2 feet width aspect ratio 2 1 common room 1 entrance living room 12 feet length 12 feet width aspect ratio 6 6it northwest corner room common room 2 entrance living room 10 feet length 20 feet width aspect ratio 4 6 common room near room master room kitchen entrance living room 10 feet length 10 feet width aspect ratio 4 4kitchen near room common room 1 living room entrance east 40 feet length 25 feet width aspect ratio 9 7it big place compared rooms rooms master room entrance living room 12 feet length 15 feet width aspect ratio 5 4 southwest corner roommaster room room bathroom 2
42604.png,balcony located south west corner house balcony located rear common room2 approximate size balcony 10 x 4 bathroom 1 located north west corner house bathroom 1 located left kitchen infront living room approximate size bathroom 1 4 x 10 bathroom 2 located east house bathroom 2 located master room living room approximate size bathroom 2 6 x4 common room 1 located north east house common room 1 located infront living room right kitchen approximate size common room 1 10 x 10 common room 2 located south west house common room 2 located living room balcony left master room approximate size common room 2 10 x 16 kitchen located north house kitchen located common room 1 bathroom 1 infront living room approximate size kitchen 8 6 living room located middle house living room located kitchen common room 1 common room 1 bathroom 2 approximate size living room 22 x 18 master room located south east corner house master room located rear bathroom 2 right common room 2 approximate size master room 12 x 16
42612.png,balcony 1 entrance living room 10 feet length 3 feet width aspect ratio 4 1 balcony 2 entrance living room 10 feet length 3 feet width aspect ratio 4 1 bathroom entrance living room 8 feet length 10 feet width aspect ratio 3 4 common room entrance living room 10 feet length 15 feet width aspect ratio 4 5it northwest corner room kitchen entrance living room 5 feet length 15 feet width aspect ratio 2 5kitchen room southwest corner room living room entrance west 10 feet length 40 feet width aspect ratio 4 9it important place room master room 2 entrance living room 10 feet length 15 feet width aspect ratio 4 5it northeast corner room master room 2 entrance living room 10 feet length 15 feet width aspect ratio 4 5it southeast corner room
42620.png,balcony south master bed room living room 28 foot length 3 floor width bathroom west master bedroom common room 6 square feet common room north west corner bathroom right living room 13 foot length 10 food width kitchen north living room 7 foot length 4 floor width living room east balcony kitchen 12 foot length 32 foot width master room west balcony bathroom 10 foot length 13 feet width
42624.png,bathroom smallest room measuring 5ftx5ft located north west corner living room common room 1 located southwestern corner house similar size common room 2 measures 12ftx15ft lies common room 2 master room northwest corner master room cuts common room 1 2ftx12ft common room 2 centrally located western house measures 15ftx12ft lies adjacent common room 1 south bathroom east northwest corner common room 1 cuts common room 2 2ftx10ft west entry way kitchen narrow room measuring 4ftx8ft kitchen located north west corner northern section house juts past common room 2 bathroom entry house living room northeast corner house living room unusual shape east living room long straight wall west rooms house jut living room stair pattern widest 20ft middle entry common room 2 narrowing 5 feet bath north common room 1 south narrows kitchen north small master room south living room roughly 30ft long master room southern house extending past rest house 12 feet master room square room measuring 15ftx15ft shares wall north living room common room 1
42628.png,bathroom located middle east center common room master room room size 10x8 sq ft common room located north east corner site near kitchen room bathroom size 10x10 sq ft kitchen located north west corner position living room common room size 8x16 sq ft living room located southwest corner west facing room near rooms 18x24 sq ft master room located south east corner position near living room bathroom room size 12x12 sq ft
42640.png,balcony middle south related living room size 10x2 sq ft bathroom1 located west middle position related master room common room2 size 8x8 sq ft bathroom 2 north middle related kitchen room common room2 size 6x 10sq ft common room1 located south east corner near living room size 10x18 sq ft common room2 located north west corner position related bathroom2 bathroom 1 size 16x 16 sq ft kitchen north east corner related bathroom 2 living room size 10x14 sq ft living room located middle eat east facing room related center rooms room size 4 x 20 sq ft master room located south west corner position related living room bathroom1 size 18x18 sq ft
42663.png,balcony located southeast corner living size room 4 feet width 10 feet length bathroom located northeast corner living kitchen size room 5 feet width 8 feet length common room located northwest corner living room size room 10 feet width 12 feet length kitchen located east living size room 5 feet width 6 feet length living room located north rooms size room 12 feet width 27 feet length master room located west living common size room 10 feet width 12 feet length
42667.png,balcony measures approximately 37 square feet located southwest house master room bathroom measures approximately 20 square feet located northeast house connecting living room common room 1 measures approximately 131 square feet located southeast building common room 2 living room common room 2 measures approximately 70 square feet located south building common room 1 master room living room kitchen measures approximately 71 square feet located northeast house connecting living room living room measures approximately 490 square feet connects master room common room 2 common room 1 south kitchen east bathroom west master measures approximately 135 square feet located southwest house connects common room 2 balcony living room
42684.png,balcony 1 centrally located south floor plan south 12 wall living room 12x2 12 running 12 living room north master northwest common room 2 east balcony 2 centrally located north wall floorplan north living room east common room 3 1x5 bath west wall floor plan master south common room 1 north living room right size bath 5x9 common room 1 west wall floor plan north bath 10x11 10 walls running bath south outer wall north living room southeast common room 3 northeast common room 2 located southeast corner floorplan right balcony southeast living room 10x12 section living room north common room 2 common room 3 located central north floor plan just left rear balcony slightly north east common room 1 living room south east size common room 3 10x12 10 walls running outside north wall living room south living room centrally located house dimensions 12 wide house 30 long balcony runs width south living room common room 2 located southeast living room master located southwest living room bath centrally located west living room common rooms 1 3 located northwest living room master bedroom 10x12 10 running left wall plan 12 running west floor plan master left living room south bath
42699.png,balcony west south corner position near master room 10x6 sq ft bathroom west middle position kitchen master room living room 10x6 sq ft common room east south corner located master room living room 10x10 sq ft kitchen north west corner position bathroom living room 10x8 sq ft living room north east corner position north facing common room kitchen 10x20 sq ft master room master room west south middle position balcony common room bathroom 10x16 sq ft
427.png,balcony south direction downside living room size 104 feet bathroom west direction master room size 66 feet common room north east corner right living room size 1010 feet kitchen north west corner left living room size 106 feet living room east north direction right master roombathroomand kitchen size 2512 feet master room south west corner downside bathroom size 1010 feet
42721.png,balcony south middle position near living room 10x3 sq ft bathroom east middle position master room common room 5x4 sq ft common room north east corner position common room master room 10x10 sq ft kitchen west north corner position living room common room 8 x5 sq ft living room west center position west face near rooms 10x20 sq ft master room south east corner position living room bathroom 10x16 sq ft
